gene,log2FoldChange,pValue,rawPValue,qValue,significant
1/2-SBSRNA4,0.121744,0.978275,0.978275,0.999906,no
A1BG,-0.402168,0.535995,0.535995,0.999906,no
A1BG-AS1,-0.711454,0.384605,0.384605,0.999906,no
A2LD1,-0.045497,0.957696,0.957696,0.999906,no
A2M,-0.192883,0.699995,0.699995,0.999906,no
A4GALT,-0.52375,0.0990038,0.0990038,0.999906,no
AAAS,-0.0156521,0.965458,0.965458,0.999906,no
AACS,0.16662,0.670148,0.670148,0.999906,no
AADAT,0.486035,0.405461,0.405461,0.999906,no
AAGAB,0.190795,0.569709,0.569709,0.999906,no
AAK1,0.105412,0.73937,0.73937,0.999906,no
AAMP,-0.313818,0.315756,0.315756,0.999906,no
AARS,0.570687,0.0666994,0.0666994,0.841558,no
AARS2,0.731503,0.0558579,0.0558579,0.766302,no
AARSD1,9.23624e-05,0.999832,0.999832,0.999906,no
AASDH,0.116183,0.783081,0.783081,0.999906,no
AASDHPPT,-0.00119574,0.997289,0.997289,0.999906,no
AASS,-1.12941,0.000529377,0.000529377,0.0261076,yes
AATF,-0.287752,0.39208,0.39208,0.999906,no
ABAT,-1.16224,0.00133715,0.00133715,0.0545677,no
ABCA1,-0.112522,0.743631,0.743631,0.999906,no
ABCA10,1.31624,0.1413,0.1413,0.999906,no
ABCA11P,0.472972,0.724559,0.724559,0.999906,no
ABCA2,-0.015625,0.96171,0.96171,0.999906,no
ABCA3,-0.213836,0.681861,0.681861,0.999906,no
ABCA5,0.166055,0.678659,0.678659,0.999906,no
ABCA6,-1.02619,0.00115058,0.00115058,0.0492019,yes
ABCA7,0.73701,0.159627,0.159627,0.999906,no
ABCA8,-0.0817,0.795093,0.795093,0.999906,no
ABCA9,-0.175954,0.582802,0.582802,0.999906,no
ABCB1,0.714243,0.26259,0.26259,0.999906,no
ABCB10,-0.386533,0.350858,0.350858,0.999906,no
ABCB4,1.36436,0.229243,0.229243,0.999906,no
ABCB5,1.77042,0.344331,0.344331,0.999906,no
ABCB6,0.0369475,0.922983,0.922983,0.999906,no
ABCB7,0.248785,0.54666,0.54666,0.999906,no
ABCB8,0.00611141,0.986375,0.986375,0.999906,no
ABCB9,0.812112,0.417233,0.417233,0.999906,no
ABCC1,0.372072,0.268737,0.268737,0.999906,no
ABCC10,-0.0678047,0.866316,0.866316,0.999906,no
ABCC3,-0.751626,0.145749,0.145749,0.999906,no
ABCC4,-0.538515,0.120368,0.120368,0.999906,no
ABCC5,-0.362129,0.422824,0.422824,0.999906,no
ABCC6,1.03621,0.352837,0.352837,0.999906,no
ABCC6P2,0.749212,0.453376,0.453376,0.999906,no
ABCC9,-0.966249,0.0219742,0.0219742,0.420591,no
ABCD1,-0.207024,0.569495,0.569495,0.999906,no
ABCD3,0.0764439,0.88078,0.88078,0.999906,no
ABCD4,0.215173,0.606374,0.606374,0.999906,no
ABCE1,-0.256353,0.484779,0.484779,0.999906,no
ABCF1,-0.0148027,0.973081,0.973081,0.999906,no
ABCF2,-0.371523,0.261029,0.261029,0.999906,no
ABCF3,0.0641856,0.847761,0.847761,0.999906,no
ABCG1,-0.697702,0.211744,0.211744,0.999906,no
ABHD10,0.70323,0.0798151,0.0798151,0.917908,no
ABHD11,0.654111,0.449517,0.449517,0.999906,no
ABHD11-AS1,0.272131,0.823584,0.823584,0.999906,no
ABHD12,-0.271461,0.640722,0.640722,0.999906,no
ABHD13,-0.248028,0.515397,0.515397,0.999906,no
ABHD14A,0.0125218,0.982076,0.982076,0.999906,no
ABHD14A-ACY1,-10.8601,0.837593,0.837593,0.999906,no
ABHD14B,-0.221707,0.520407,0.520407,0.999906,no
ABHD15,-0.67382,0.0685489,0.0685489,0.849038,no
ABHD16A,-0.0735585,0.937118,0.937118,0.999906,no
ABHD16B,0.103126,0.877291,0.877291,0.999906,no
ABHD2,-0.423348,0.181636,0.181636,0.999906,no
ABHD3,-0.864512,0.168649,0.168649,0.999906,no
ABHD4,0.176855,0.566237,0.566237,0.999906,no
ABHD5,-1.16159,0.000235599,0.000235599,0.0143408,yes
ABHD6,-0.56118,0.336169,0.336169,0.999906,no
ABHD8,0.010618,0.978555,0.978555,0.999906,no
ABI1,-0.130772,0.719054,0.719054,0.999906,no
ABI2,0.265116,0.403977,0.403977,0.999906,no
ABI3BP,-0.175163,0.596496,0.596496,0.999906,no
ABL1,0.097348,0.771297,0.771297,0.999906,no
ABL2,-0.474513,0.260309,0.260309,0.999906,no
ABLIM1,-1.38232,9.34572e-05,9.34572e-05,0.00693894,yes
ABLIM3,0.197475,0.529468,0.529468,0.999906,no
ABR,0.421052,0.217419,0.217419,0.999906,no
ABT1,-0.0573382,0.891535,0.891535,0.999906,no
ABTB1,-0.617198,0.108314,0.108314,0.999906,no
ABTB2,-0.300691,0.482104,0.482104,0.999906,no
ACAA1,-0.0888646,0.810157,0.810157,0.999906,no
ACAA2,-0.254133,0.434712,0.434712,0.999906,no
ACACA,0.158189,0.652808,0.652808,0.999906,no
ACACB,-0.369433,0.34747,0.34747,0.999906,no
ACAD10,0.0197139,0.958066,0.958066,0.999906,no
ACAD11,0.54687,0.481031,0.481031,0.999906,no
ACAD8,-0.0462065,0.907318,0.907318,0.999906,no
ACAD9,0.0653674,0.865272,0.865272,0.999906,no
ACADM,-0.365462,0.348159,0.348159,0.999906,no
ACADS,-1.11879,0.00243193,0.00243193,0.0849165,no
ACADSB,-0.337646,0.331846,0.331846,0.999906,no
ACADVL,0.0793196,0.817229,0.817229,0.999906,no
ACAN,-1.03583,0.0513632,0.0513632,0.728301,no
ACAP2,0.229323,0.456819,0.456819,0.999906,no
ACAP3,0.385207,0.254531,0.254531,0.999906,no
ACAT1,-0.127506,0.689215,0.689215,0.999906,no
ACAT2,-0.273982,0.797634,0.797634,0.999906,no
ACBD3,-0.0513995,0.868423,0.868423,0.999906,no
ACBD4,-0.115276,0.838313,0.838313,0.999906,no
ACBD5,0.0386673,0.907916,0.907916,0.999906,no
ACBD6,0.34294,0.307608,0.307608,0.999906,no
ACCN2,0.359981,0.450187,0.450187,0.999906,no
ACCN3,-0.449787,0.703461,0.703461,0.999906,no
ACCS,-0.0228103,0.961858,0.961858,0.999906,no
ACD,0.0716476,0.873063,0.873063,0.999906,no
ACE,-0.0290623,0.953486,0.953486,0.999906,no
ACER2,0.523317,0.489638,0.489638,0.999906,no
ACER3,-0.878938,0.0485785,0.0485785,0.704336,no
ACIN1,0.231518,0.546061,0.546061,0.999906,no
ACLY,-0.190904,0.581502,0.581502,0.999906,no
ACN9,-0.0291048,0.95891,0.95891,0.999906,no
ACO1,-0.0341292,0.913599,0.913599,0.999906,no
ACO2,-0.139231,0.719894,0.719894,0.999906,no
ACOT1,-0.920889,0.186933,0.186933,0.999906,no
ACOT11,0.2275,0.853838,0.853838,0.999906,no
ACOT12,1.81001,0.597942,0.597942,0.999906,no
ACOT13,0.415028,0.570363,0.570363,0.999906,no
ACOT2,-0.723703,0.0775194,0.0775194,0.903813,no
ACOT4,-1.34945,0.234968,0.234968,0.999906,no
ACOT7,0.0118081,0.978397,0.978397,0.999906,no
ACOT8,0.0994123,0.889677,0.889677,0.999906,no
ACOT9,-0.404601,0.240222,0.240222,0.999906,no
ACOX1,0.111579,0.753534,0.753534,0.999906,no
ACOX2,0.298489,0.430348,0.430348,0.999906,no
ACOX3,-0.00683559,0.987731,0.987731,0.999906,no
ACP1,-0.124408,0.755718,0.755718,0.999906,no
ACP2,-0.424179,0.706317,0.706317,0.999906,no
ACP5,1.45411,0.427189,0.427189,0.999906,no
ACP6,0.205587,0.706698,0.706698,0.999906,no
ACPL2,0.84809,0.0419625,0.0419625,0.632856,no
ACRC,-0.258531,0.968445,0.968445,0.999906,no
ACSF2,-0.138845,0.725486,0.725486,0.999906,no
ACSF3,-0.122503,0.908887,0.908887,0.999906,no
ACSL1,-1.60884,5.80589e-07,5.80589e-07,9.93102e-05,yes
ACSL3,0.499667,0.148524,0.148524,0.999906,no
ACSL4,0.301025,0.364353,0.364353,0.999906,no
ACSL5,0.146102,0.839182,0.839182,0.999906,no
ACSS1,-1.94404,8.00249e-07,8.00249e-07,0.000133503,yes
ACSS2,-0.276253,0.41852,0.41852,0.999906,no
ACSS3,-0.110835,0.751527,0.751527,0.999906,no
ACTA2,-1.20529,0.00245837,0.00245837,0.0849886,no
ACTB,-0.967893,0.0942768,0.0942768,0.997621,no
ACTG1,-0.639558,0.243432,0.243432,0.999906,no
ACTG2,-1.98853,2.23217e-06,2.23217e-06,0.000329086,yes
ACTL10,-0.472647,0.7781,0.7781,0.999906,no
ACTL6A,-0.0155791,0.967668,0.967668,0.999906,no
ACTN1,-0.475591,0.247556,0.247556,0.999906,no
ACTN4,-0.856328,0.0232096,0.0232096,0.436206,no
ACTR10,-0.0486616,0.876658,0.876658,0.999906,no
ACTR1A,-0.165049,0.595292,0.595292,0.999906,no
ACTR1B,-0.0958016,0.770252,0.770252,0.999906,no
ACTR2,-0.265426,0.404615,0.404615,0.999906,no
ACTR3,-0.554805,0.0762685,0.0762685,0.893857,no
ACTR3B,0.0910756,0.888141,0.888141,0.999906,no
ACTR5,-0.018661,0.975209,0.975209,0.999906,no
ACTR6,-0.046906,0.910922,0.910922,0.999906,no
ACTR8,0.11632,0.734669,0.734669,0.999906,no
ACVR1,0.0387036,0.903299,0.903299,0.999906,no
ACVR2A,-0.00765803,0.99123,0.99123,0.999906,no
ACVR2B,0.0598985,0.918043,0.918043,0.999906,no
ACVRL1,-0.885083,0.0145611,0.0145611,0.313319,no
ACY1,0.133762,0.811373,0.811373,0.999906,no
ACYP1,0.386838,0.556763,0.556763,0.999906,no
ACYP2,-0.192697,0.735122,0.735122,0.999906,no
ADA,0.664215,0.235465,0.235465,0.999906,no
ADAL,0.235572,0.709704,0.709704,0.999906,no
ADAM1,-0.206807,0.771763,0.771763,0.999906,no
ADAM10,-0.0212638,0.945482,0.945482,0.999906,no
ADAM11,0.645243,0.405529,0.405529,0.999906,no
ADAM12,1.81355,4.18351e-06,4.18351e-06,0.000541607,yes
ADAM15,-0.0392061,0.90769,0.90769,0.999906,no
ADAM17,-0.501221,0.115496,0.115496,0.999906,no
ADAM19,-0.544114,0.105149,0.105149,0.999906,no
ADAM23,-0.39696,0.339935,0.339935,0.999906,no
ADAM33,0.123361,0.71265,0.71265,0.999906,no
ADAM9,-0.0589538,0.882243,0.882243,0.999906,no
ADAMTS1,-2.3084,2.20239e-07,2.20239e-07,4.13346e-05,yes
ADAMTS10,0.241436,0.540707,0.540707,0.999906,no
ADAMTS12,0.0653126,0.85708,0.85708,0.999906,no
ADAMTS13,-0.0880891,0.925169,0.925169,0.999906,no
ADAMTS14,2.37798,1.08046e-07,1.08046e-07,2.11598e-05,yes
ADAMTS15,-0.553851,0.0841257,0.0841257,0.944178,no
ADAMTS2,-0.675994,0.0978852,0.0978852,0.999906,no
ADAMTS3,-0.512052,0.246689,0.246689,0.999906,no
ADAMTS4,-0.130617,0.850825,0.850825,0.999906,no
ADAMTS5,-2.10383,1.69391e-09,1.69391e-09,6.35828e-07,yes
ADAMTS6,0.349159,0.502373,0.502373,0.999906,no
ADAMTS7,-0.809365,0.0112241,0.0112241,0.264846,no
ADAMTS8,-0.154866,0.673572,0.673572,0.999906,no
ADAMTS9-AS2,-0.295201,0.800587,0.800587,0.999906,no
ADAMTSL1,0.950883,0.0503204,0.0503204,0.718794,no
ADAMTSL4,-0.910663,0.00741425,0.00741425,0.197611,no
ADAMTSL5,-0.287324,0.449688,0.449688,0.999906,no
ADAP1,-2.42519,0.00724882,0.00724882,0.193967,no
ADAP2,0.875497,0.320701,0.320701,0.999906,no
ADAR,0.0986911,0.764617,0.764617,0.999906,no
ADARB1,-2.36609,3.6232e-09,3.6232e-09,1.19237e-06,yes
ADAT1,0.234793,0.643871,0.643871,0.999906,no
ADAT2,1.12351,0.0432356,0.0432356,0.644148,no
ADAT3,-0.47249,0.830752,0.830752,0.999906,no
ADC,0.359726,0.624308,0.624308,0.999906,no
ADCK1,0.191657,0.735319,0.735319,0.999906,no
ADCK2,-0.550078,0.174896,0.174896,0.999906,no
ADCK3,0.331619,0.361147,0.361147,0.999906,no
ADCK4,0.159547,0.71339,0.71339,0.999906,no
ADCK5,-0.030513,0.980954,0.980954,0.999906,no
ADCY1,2.26937,3.29673e-05,3.29673e-05,0.0031153,yes
ADCY3,-0.588705,0.0965465,0.0965465,0.999906,no
ADCY4,1.6286,0.067532,0.067532,0.843864,no
ADCY5,-0.298527,0.747277,0.747277,0.999906,no
ADCY6,-0.125217,0.716901,0.716901,0.999906,no
ADCY7,-0.0707252,0.861416,0.861416,0.999906,no
ADCY8,4.50031,0.00165634,0.00165634,0.0650642,no
ADCY9,-0.143171,0.644448,0.644448,0.999906,no
ADD1,-0.222405,0.543503,0.543503,0.999906,no
ADD3,0.0230196,0.946219,0.946219,0.999906,no
ADH1A,-2.01907,0.020567,0.020567,0.40016,no
ADH1B,-1.14799,0.0172325,0.0172325,0.352272,no
ADH1C,-1.07383,0.0401177,0.0401177,0.617527,no
ADH5,-0.307864,0.345009,0.345009,0.999906,no
ADH6,-0.743656,0.888573,0.888573,0.999906,no
ADHFE1,-1.40849,0.00272554,0.00272554,0.091846,no
ADI1,-0.564522,0.0707726,0.0707726,0.860027,no
ADIPOR1,-0.3629,0.247563,0.247563,0.999906,no
ADIPOR2,-0.227351,0.472396,0.472396,0.999906,no
ADK,0.133209,0.705226,0.705226,0.999906,no
ADM,-0.745752,0.0534273,0.0534273,0.744736,no
ADM2,2.55548,0.0122484,0.0122484,0.28053,no
ADNP,0.229347,0.492129,0.492129,0.999906,no
ADNP2,-0.0442322,0.901043,0.901043,0.999906,no
ADO,0.0613272,0.869813,0.869813,0.999906,no
ADORA1,1.56983,0.102635,0.102635,0.999906,no
ADORA2B,0.55132,0.367153,0.367153,0.999906,no
ADPGK,-0.0959962,0.775995,0.775995,0.999906,no
ADPRH,-0.301688,0.605082,0.605082,0.999906,no
ADPRHL1,0.304591,0.792748,0.792748,0.999906,no
ADPRHL2,-0.0399513,0.916273,0.916273,0.999906,no
ADRA1B,-3.93028,7.29899e-10,7.29899e-10,3.08223e-07,yes
ADRA1D,0.413615,0.659613,0.659613,0.999906,no
ADRA2A,2.15695,0.00519518,0.00519518,0.151298,no
ADRBK1,-0.194702,0.562442,0.562442,0.999906,no
ADRBK2,0.312005,0.608093,0.608093,0.999906,no
ADRM1,-0.171934,0.593479,0.593479,0.999906,no
ADSL,-0.119889,0.730199,0.730199,0.999906,no
ADSS,0.197646,0.552255,0.552255,0.999906,no
ADSSL1,0.737872,0.23305,0.23305,0.999906,no
AEBP1,0.055975,0.879936,0.879936,0.999906,no
AEBP2,0.290598,0.443084,0.443084,0.999906,no
AEN,0.115641,0.735644,0.735644,0.999906,no
AES,-0.358428,0.272309,0.272309,0.999906,no
AFAP1,0.606711,0.0512376,0.0512376,0.727294,no
AFAP1L1,-1.71966,1.06421e-05,1.06421e-05,0.00124908,yes
AFF1,0.0838725,0.798708,0.798708,0.999906,no
AFF4,0.0113787,0.970963,0.970963,0.999906,no
AFG3L1P,0.207765,0.79477,0.79477,0.999906,no
AFG3L2,-0.279095,0.377858,0.377858,0.999906,no
AFMID,-0.300803,0.579128,0.579128,0.999906,no
AFTPH,-0.0265747,0.94642,0.94642,0.999906,no
AGA,0.267382,0.483297,0.483297,0.999906,no
AGAP1,0.00460073,0.988841,0.988841,0.999906,no
AGAP11,0.603555,0.635101,0.635101,0.999906,no
AGAP3,-0.183977,0.635743,0.635743,0.999906,no
AGAP4,0.245526,0.663094,0.663094,0.999906,no
AGAP5,0.199336,0.752491,0.752491,0.999906,no
AGAP6,-0.0865679,0.844016,0.844016,0.999906,no
AGAP7,0.0396389,0.956436,0.956436,0.999906,no
AGAP8,0.0775204,0.943799,0.943799,0.999906,no
AGAP9,0.226594,0.705706,0.705706,0.999906,no
AGBL5,0.132518,0.859538,0.859538,0.999906,no
AGFG1,-0.412632,0.214029,0.214029,0.999906,no
AGFG2,0.132666,0.79151,0.79151,0.999906,no
AGGF1,-0.0297992,0.927998,0.927998,0.999906,no
AGK,-0.12013,0.767152,0.767152,0.999906,no
AGL,-0.350598,0.314026,0.314026,0.999906,no
AGPAT1,-0.2028,0.639976,0.639976,0.999906,no
AGPAT2,-0.62895,0.101639,0.101639,0.999906,no
AGPAT3,-0.104588,0.760873,0.760873,0.999906,no
AGPAT4,0.0784305,0.844457,0.844457,0.999906,no
AGPAT4-IT1,0.525312,0.775215,0.775215,0.999906,no
AGPAT5,-0.521185,0.22102,0.22102,0.999906,no
AGPAT6,0.0181115,0.953249,0.953249,0.999906,no
AGPAT9,-1.11965,0.0752908,0.0752908,0.890897,no
AGPHD1,-0.0140795,0.989476,0.989476,0.999906,no
AGPS,-0.154908,0.636697,0.636697,0.999906,no
AGRN,0.179166,0.565797,0.565797,0.999906,no
AGT,0.892923,0.022504,0.022504,0.427703,no
AGTPBP1,-0.242829,0.577262,0.577262,0.999906,no
AGTR1,-1.22496,0.0889721,0.0889721,0.965687,no
AGTRAP,-1.11939,0.00176953,0.00176953,0.0671676,no
AGXT2L2,0.0225482,0.973006,0.973006,0.999906,no
AHCTF1,-1.32549,6.7781e-05,6.7781e-05,0.00568897,yes
AHCY,-0.0839565,0.793862,0.793862,0.999906,no
AHCYL1,-0.141703,0.653797,0.653797,0.999906,no
AHCYL2,0.707362,0.0593441,0.0593441,0.791626,no
AHDC1,0.627543,0.0737009,0.0737009,0.880566,no
AHI1,0.493021,0.266464,0.266464,0.999906,no
AHNAK,-0.338865,0.928159,0.928159,0.999906,no
AHNAK2,0.515767,0.162209,0.162209,0.999906,no
AHR,0.184005,0.556487,0.556487,0.999906,no
AHRR,0.387748,0.454058,0.454058,0.999906,no
AHSA1,-0.20025,0.52909,0.52909,0.999906,no
AHSA2,-0.119626,0.862014,0.862014,0.999906,no
AIDA,-0.397001,0.201968,0.201968,0.999906,no
AIF1L,2.72646,7.67818e-05,7.67818e-05,0.00619066,yes
AIFM1,-0.00409089,0.991596,0.991596,0.999906,no
AIFM2,-0.718187,0.0811751,0.0811751,0.928019,no
AIG1,0.379546,0.277975,0.277975,0.999906,no
AIM1,-0.728551,0.0659214,0.0659214,0.838001,no
AIMP1,0.0286744,0.954175,0.954175,0.999906,no
AIMP2,-0.260212,0.802743,0.802743,0.999906,no
AIP,-0.0953211,0.778899,0.778899,0.999906,no
AJUBA,0.324595,0.383899,0.383899,0.999906,no
AK1,0.290092,0.361374,0.361374,0.999906,no
AK2,-0.0730168,0.850626,0.850626,0.999906,no
AK3,-0.0582778,0.857318,0.857318,0.999906,no
AK4,-0.0227435,0.946894,0.946894,0.999906,no
AK5,-0.959016,0.00620795,0.00620795,0.174404,no
AK8,-0.0874488,0.916622,0.916622,0.999906,no
AKAP1,-0.252781,0.557298,0.557298,0.999906,no
AKAP10,-0.109012,0.75249,0.75249,0.999906,no
AKAP11,0.0465952,0.879846,0.879846,0.999906,no
AKAP12,1.03002,0.0538218,0.0538218,0.748244,no
AKAP13,-0.667042,0.0601118,0.0601118,0.797928,no
AKAP17A,0.00654119,0.98715,0.98715,0.999906,no
AKAP2,-1.14697,0.001245,0.001245,0.0524102,no
AKAP6,-0.635937,0.267941,0.267941,0.999906,no
AKAP7,-1.00388,0.0919374,0.0919374,0.981319,no
AKAP8,-0.264045,0.446607,0.446607,0.999906,no
AKAP8L,0.121669,0.723299,0.723299,0.999906,no
AKAP9,-0.111884,0.730051,0.730051,0.999906,no
AKD1,0.633552,0.3937,0.3937,0.999906,no
AKIP1,-0.101957,0.812007,0.812007,0.999906,no
AKIRIN1,-0.303369,0.363292,0.363292,0.999906,no
AKIRIN2,0.0140812,0.966472,0.966472,0.999906,no
AKIRIN2-AS1,0.664558,0.803689,0.803689,0.999906,no
AKNA,0.74376,0.0427392,0.0427392,0.639126,no
AKR1A1,0.107924,0.774011,0.774011,0.999906,no
AKR1B1,0.449628,0.167944,0.167944,0.999906,no
AKR1B10,0.98529,0.324303,0.324303,0.999906,no
AKR1C1,-1.06402,0.00501381,0.00501381,0.147929,no
AKR1C2,-0.275597,0.455422,0.455422,0.999906,no
AKR1C3,0.678905,0.0394639,0.0394639,0.611555,no
AKR1E2,-0.151839,0.857743,0.857743,0.999906,no
AKR7A2,-0.124869,0.704697,0.704697,0.999906,no
AKR7A2P1,-0.544947,0.79748,0.79748,0.999906,no
AKT1,-0.231154,0.469423,0.469423,0.999906,no
AKT1S1,0.029315,0.931861,0.931861,0.999906,no
AKT2,0.173181,0.579504,0.579504,0.999906,no
AKT3,-0.242047,0.796724,0.796724,0.999906,no
AKTIP,-0.0205582,0.985844,0.985844,0.999906,no
ALAD,-0.0396785,0.898373,0.898373,0.999906,no
ALAS1,0.224556,0.513302,0.513302,0.999906,no
ALCAM,-0.866566,0.0441656,0.0441656,0.654397,no
ALDH16A1,-0.0931376,0.826129,0.826129,0.999906,no
ALDH18A1,0.348325,0.30842,0.30842,0.999906,no
ALDH1A1,0.606963,0.124822,0.124822,0.999906,no
ALDH1A3,1.06156,0.00181999,0.00181999,0.0688103,no
ALDH1B1,-1.01297,0.00359491,0.00359491,0.114705,no
ALDH1L2,0.2874,0.361758,0.361758,0.999906,no
ALDH2,-0.362182,0.254756,0.254756,0.999906,no
ALDH3A1,2.6584,0.234339,0.234339,0.999906,no
ALDH3A2,0.959042,0.00711449,0.00711449,0.191893,no
ALDH3B1,-0.431723,0.201504,0.201504,0.999906,no
ALDH4A1,-0.886745,0.0156448,0.0156448,0.330842,no
ALDH6A1,-1.11549,0.0118439,0.0118439,0.275676,no
ALDH7A1,-0.287386,0.423866,0.423866,0.999906,no
ALDH9A1,-0.0332072,0.915343,0.915343,0.999906,no
ALDOA,0.0745666,0.858107,0.858107,0.999906,no
ALDOC,0.280007,0.460575,0.460575,0.999906,no
ALG1,-0.028033,0.946599,0.946599,0.999906,no
ALG10,0.0492682,0.941952,0.941952,0.999906,no
ALG10B,0.124885,0.793394,0.793394,0.999906,no
ALG11,-0.200751,0.803269,0.803269,0.999906,no
ALG12,0.078961,0.829354,0.829354,0.999906,no
ALG13,-0.106614,0.84909,0.84909,0.999906,no
ALG14,0.305147,0.574255,0.574255,0.999906,no
ALG2,-0.340732,0.356703,0.356703,0.999906,no
ALG3,-0.353227,0.424332,0.424332,0.999906,no
ALG5,-0.342651,0.344026,0.344026,0.999906,no
ALG6,0.304515,0.541832,0.541832,0.999906,no
ALG8,-0.105841,0.786904,0.786904,0.999906,no
ALG9,-0.333666,0.406879,0.406879,0.999906,no
ALKBH1,-0.23396,0.636974,0.636974,0.999906,no
ALKBH2,0.0486359,0.963443,0.963443,0.999906,no
ALKBH3,-0.23976,0.591562,0.591562,0.999906,no
ALKBH4,0.173839,0.824792,0.824792,0.999906,no
ALKBH5,0.0307159,0.920865,0.920865,0.999906,no
ALKBH6,-0.187578,0.776801,0.776801,0.999906,no
ALKBH7,-0.15921,0.709513,0.709513,0.999906,no
ALKBH8,0.0225486,0.960917,0.960917,0.999906,no
ALMS1,0.31945,0.407015,0.407015,0.999906,no
ALOX15B,-1.79769e+308,0.00121812,0.00121812,0.0514391,no
ALOX5AP,-2.29315,0.0401694,0.0401694,0.61753,no
ALPK1,0.357646,0.360026,0.360026,0.999906,no
ALPK2,-0.595404,0.207317,0.207317,0.999906,no
ALPK3,-3.14444,1.82782e-05,1.82782e-05,0.00194339,yes
ALPL,-0.325254,0.373608,0.373608,0.999906,no
ALS2,-0.169033,0.671643,0.671643,0.999906,no
ALS2CR12,-1.14343,0.239488,0.239488,0.999906,no
ALS2CR8,0.58962,0.219838,0.219838,0.999906,no
ALX3,-0.0749105,0.914764,0.914764,0.999906,no
ALYREF,-0.0833361,0.824555,0.824555,0.999906,no
AMACR,0.20501,0.693562,0.693562,0.999906,no
AMBRA1,-0.0160981,0.962617,0.962617,0.999906,no
AMD1,-0.330075,0.387339,0.387339,0.999906,no
AMDHD2,0.659808,0.217853,0.217853,0.999906,no
AMFR,-0.140831,0.649366,0.649366,0.999906,no
AMIGO1,0.131975,0.791602,0.791602,0.999906,no
AMIGO2,-0.299169,0.521336,0.521336,0.999906,no
AMIGO3,-0.106547,0.93568,0.93568,0.999906,no
AMMECR1,-0.0539551,0.900444,0.900444,0.999906,no
AMMECR1L,-0.358481,0.311322,0.311322,0.999906,no
AMN1,0.769818,0.244393,0.244393,0.999906,no
AMOT,2.22364,3.90233e-05,3.90233e-05,0.00356813,yes
AMOTL1,-0.000452026,0.998855,0.998855,0.999906,no
AMOTL2,-0.923033,0.00361817,0.00361817,0.114771,no
AMPD2,0.252171,0.464926,0.464926,0.999906,no
AMPD3,-0.292693,0.416731,0.416731,0.999906,no
AMPH,-1.18535,0.00528392,0.00528392,0.152567,no
AMT,-0.0920948,0.897813,0.897813,0.999906,no
AMY2B,-0.434979,0.533657,0.533657,0.999906,no
AMZ2P1,0.534651,0.231072,0.231072,0.999906,no
ANAPC1,-0.0546868,0.864444,0.864444,0.999906,no
ANAPC10,-0.103094,0.944548,0.944548,0.999906,no
ANAPC11,-0.241521,0.561039,0.561039,0.999906,no
ANAPC13,0.203283,0.60606,0.60606,0.999906,no
ANAPC16,-0.216919,0.592549,0.592549,0.999906,no
ANAPC2,-0.157709,0.727235,0.727235,0.999906,no
ANAPC4,0.00891678,0.980369,0.980369,0.999906,no
ANAPC5,-0.0734975,0.827293,0.827293,0.999906,no
ANAPC7,0.0305995,0.938608,0.938608,0.999906,no
ANG,-1.05632,0.336833,0.336833,0.999906,no
ANGEL1,0.261155,0.503022,0.503022,0.999906,no
ANGEL2,-0.0167444,0.963277,0.963277,0.999906,no
ANGPT1,-0.683624,0.0594976,0.0594976,0.792109,no
ANGPTL1,-1.92906,0.103507,0.103507,0.999906,no
ANGPTL2,0.840995,0.0108427,0.0108427,0.258866,no
ANGPTL4,-0.608745,0.0916766,0.0916766,0.980084,no
ANGPTL5,-1.47013,0.441436,0.441436,0.999906,no
ANGPTL7,-5.91209,0.0375223,0.0375223,0.596517,no
ANK1,0.223551,0.757462,0.757462,0.999906,no
ANK2,0.954207,0.00402616,0.00402616,0.125358,no
ANKAR,0.0059434,0.99317,0.99317,0.999906,no
ANKDD1A,0.0937358,0.800011,0.800011,0.999906,no
ANKFY1,-0.00560828,0.993367,0.993367,0.999906,no
ANKH,-0.0280174,0.936454,0.936454,0.999906,no
ANKHD1,-0.261291,0.635093,0.635093,0.999906,no
ANKHD1-EIF4EBP3,0.452496,0.362088,0.362088,0.999906,no
ANKIB1,0.217934,0.481663,0.481663,0.999906,no
ANKLE2,-0.367707,0.240455,0.240455,0.999906,no
ANKMY1,0.166068,0.849121,0.849121,0.999906,no
ANKMY2,0.647398,0.102541,0.102541,0.999906,no
ANKRA2,0.130303,0.735713,0.735713,0.999906,no
ANKRD10,-0.0955459,0.76962,0.76962,0.999906,no
ANKRD11,-0.00127155,0.997748,0.997748,0.999906,no
ANKRD12,-0.181266,0.585377,0.585377,0.999906,no
ANKRD13A,-0.679613,0.0396085,0.0396085,0.612391,no
ANKRD13B,-0.0488839,0.951063,0.951063,0.999906,no
ANKRD13C,-0.293941,0.36791,0.36791,0.999906,no
ANKRD13D,-0.228196,0.610887,0.610887,0.999906,no
ANKRD16,0.173347,0.805687,0.805687,0.999906,no
ANKRD17,-0.0685706,0.840566,0.840566,0.999906,no
ANKRD19P,-0.0406261,0.941688,0.941688,0.999906,no
ANKRD2,-0.911936,0.395065,0.395065,0.999906,no
ANKRD23,-0.0804877,0.911084,0.911084,0.999906,no
ANKRD24,-0.00776615,0.990946,0.990946,0.999906,no
ANKRD26,0.207678,0.638803,0.638803,0.999906,no
ANKRD27,-0.411409,0.241331,0.241331,0.999906,no
