gene,log2FoldChange,pValue,rawPValue,qValue,significant
LOC100129387,0.0591909,0.915275,0.915275,0.999906,no
LOC100129534,0.0972808,0.924416,0.924416,0.999906,no
LOC100129550,-0.272066,0.489801,0.489801,0.999906,no
LOC100129726,-0.588303,0.522761,0.522761,0.999906,no
LOC100129794,0.661088,0.460339,0.460339,0.999906,no
LOC100129917,0.257027,0.95733,0.95733,0.999906,no
LOC100129961,0.0902929,0.91276,0.91276,0.999906,no
LOC100130015,0.22113,0.914791,0.914791,0.999906,no
LOC100130093,1.65206,0.693313,0.693313,0.999906,no
LOC100130301,1.15843,0.418336,0.418336,0.999906,no
LOC100130331,-0.944304,0.169231,0.169231,0.999906,no
LOC100130557,0.289903,0.849062,0.849062,0.999906,no
LOC100130581,-0.0260397,0.978121,0.978121,0.999906,no
LOC100130744,-0.0441431,0.968954,0.968954,0.999906,no
LOC100130776,-0.12212,0.766415,0.766415,0.999906,no
LOC100130890,0.253243,0.707009,0.707009,0.999906,no
LOC100130950,0.658905,0.435402,0.435402,0.999906,no
LOC100130987,0.0530874,0.984125,0.984125,0.999906,no
LOC100131067,0.478975,0.847841,0.847841,0.999906,no
LOC100131089,0.307488,0.799464,0.799464,0.999906,no
LOC100131094,-0.906436,0.837361,0.837361,0.999906,no
LOC100131193,0.682939,0.800443,0.800443,0.999906,no
LOC100131434,0.142194,0.844155,0.844155,0.999906,no
LOC100131564,0.28326,0.535104,0.535104,0.999906,no
LOC100131655,0.233828,0.796304,0.796304,0.999906,no
LOC100131691,0.246287,0.809,0.809,0.999906,no
LOC100132077,-0.0130296,0.987211,0.987211,0.999906,no
LOC100132111,0.149053,0.885432,0.885432,0.999906,no
LOC100132215,0.109051,0.979527,0.979527,0.999906,no
LOC100132247,-0.13445,0.753723,0.753723,0.999906,no
LOC100132273,0.639216,0.30405,0.30405,0.999906,no
LOC100132352,-0.22939,0.642731,0.642731,0.999906,no
LOC100132356,-0.192215,0.793059,0.793059,0.999906,no
LOC100132707,0.487333,0.504769,0.504769,0.999906,no
LOC100132831,-1.09729,0.279512,0.279512,0.999906,no
LOC100132891,0.142252,0.746858,0.746858,0.999906,no
LOC100132987,1.40705,0.0686986,0.0686986,0.849464,no
LOC100133091,0.394811,0.740248,0.740248,0.999906,no
LOC100133161,0.355136,0.623022,0.623022,0.999906,no
LOC100133315,0.430162,0.668903,0.668903,0.999906,no
LOC100133331,0.178714,0.775286,0.775286,0.999906,no
LOC100133445,0.658743,0.693835,0.693835,0.999906,no
LOC100133669,1.01308,0.275766,0.275766,0.999906,no
LOC100134229,0.0985819,0.875195,0.875195,0.999906,no
LOC100134259,0.996522,0.228376,0.228376,0.999906,no
LOC100134317,0.125398,0.928678,0.928678,0.999906,no
LOC100134868,0.731124,0.421345,0.421345,0.999906,no
LOC100170939,0.321631,0.87909,0.87909,0.999906,no
LOC100190986,0.198226,0.690957,0.690957,0.999906,no
LOC100216545,0.0846414,0.904548,0.904548,0.999906,no
LOC100216546,0.149719,0.749773,0.749773,0.999906,no
LOC100233156,-0.102768,0.910971,0.910971,0.999906,no
LOC100268168,-0.0521292,0.973365,0.973365,0.999906,no
LOC100270746,-0.768438,0.556017,0.556017,0.999906,no
LOC100270804,0.313826,0.649212,0.649212,0.999906,no
LOC100271722,0.067384,0.919792,0.919792,0.999906,no
LOC100271836,-0.10057,0.814022,0.814022,0.999906,no
LOC100272217,0.21289,0.796168,0.796168,0.999906,no
LOC100272228,0.0741036,0.906739,0.906739,0.999906,no
LOC100286793,-0.201975,0.796731,0.796731,0.999906,no
LOC100286844,0.423782,0.79358,0.79358,0.999906,no
LOC100287015,0.250335,0.74433,0.74433,0.999906,no
LOC100287216,-0.629942,0.574988,0.574988,0.999906,no
LOC100287314,0.270902,0.746942,0.746942,0.999906,no
LOC100287482,1.97854,0.130941,0.130941,0.999906,no
LOC100287616,0.634862,0.816047,0.816047,0.999906,no
LOC100287765,0.275457,0.711272,0.711272,0.999906,no
LOC100288069,0.623763,0.369039,0.369039,0.999906,no
LOC100288432,-0.358129,0.751585,0.751585,0.999906,no
LOC100288615,0.0494715,0.921643,0.921643,0.999906,no
LOC100288637,0.2027,0.780574,0.780574,0.999906,no
LOC100288778,0.0297788,0.943303,0.943303,0.999906,no
LOC100288842,-0.101008,0.924408,0.924408,0.999906,no
LOC100288911,-0.436197,0.514385,0.514385,0.999906,no
LOC100288974,-0.538641,0.715886,0.715886,0.999906,no
LOC100289019,-0.463714,0.516236,0.516236,0.999906,no
LOC100289092,0.112877,0.988095,0.988095,0.999906,no
LOC100289187,-0.0586249,0.93186,0.93186,0.999906,no
LOC100289230,0.126179,0.858614,0.858614,0.999906,no
LOC100289341,0.308254,0.683367,0.683367,0.999906,no
LOC100289361,0.218721,0.835877,0.835877,0.999906,no
LOC100289495,0.361173,0.62064,0.62064,0.999906,no
LOC100289561,0.0802026,0.958894,0.958894,0.999906,no
LOC100293534,0.263426,0.711456,0.711456,0.999906,no
LOC100294145,0.604692,0.519079,0.519079,0.999906,no
LOC100302640,0.332348,0.733554,0.733554,0.999906,no
LOC100306951,0.217429,0.894125,0.894125,0.999906,no
LOC100329109,-0.381472,0.507645,0.507645,0.999906,no
LOC100379224,0.596658,0.583467,0.583467,0.999906,no
LOC100499177,-0.00441235,0.991372,0.991372,0.999906,no
LOC100499183,-1.08303,0.60168,0.60168,0.999906,no
LOC100499405,-0.0195554,0.969526,0.969526,0.999906,no
LOC100499466,0.479529,0.130367,0.130367,0.999906,no
LOC100499467,-0.611152,0.425337,0.425337,0.999906,no
LOC100499489,0.0501082,0.912951,0.912951,0.999906,no
LOC100505549,-0.29133,0.917086,0.917086,0.999906,no
LOC100505576,0.133503,0.8447,0.8447,0.999906,no
LOC100505633,0.894244,0.0944681,0.0944681,0.998314,no
LOC100505648,0.271136,0.698361,0.698361,0.999906,no
LOC100505678,0.562815,0.566554,0.566554,0.999906,no
LOC100505679,-0.153365,0.878574,0.878574,0.999906,no
LOC100505681,0.0181686,0.996885,0.996885,0.999906,no
LOC100505687,0.54233,0.664364,0.664364,0.999906,no
LOC100505695,1.0799,0.657724,0.657724,0.999906,no
LOC100505696,0.0269073,0.973598,0.973598,0.999906,no
LOC100505702,0.296111,0.736272,0.736272,0.999906,no
LOC100505715,0.402418,0.554796,0.554796,0.999906,no
LOC100505738,0.152951,0.800414,0.800414,0.999906,no
LOC100505761,0.479289,0.670751,0.670751,0.999906,no
LOC100505783,0.218144,0.69237,0.69237,0.999906,no
LOC100505806,0.0956054,0.808225,0.808225,0.999906,no
LOC100505815,0.16673,0.939013,0.939013,0.999906,no
LOC100505854,-0.0650007,0.925124,0.925124,0.999906,no
LOC100505876,-0.0287482,0.948001,0.948001,0.999906,no
LOC100505894,0.336129,0.808,0.808,0.999906,no
LOC100506012,0.734463,0.647232,0.647232,0.999906,no
LOC100506033,-0.0409063,0.969401,0.969401,0.999906,no
LOC100506046,-0.443632,0.880055,0.880055,0.999906,no
LOC100506054,-0.0856243,0.916772,0.916772,0.999906,no
LOC100506100,-0.387386,0.92893,0.92893,0.999906,no
LOC100506123,0.546578,0.278938,0.278938,0.999906,no
LOC100506124,-0.220893,0.792266,0.792266,0.999906,no
LOC100506190,0.0565603,0.900158,0.900158,0.999906,no
LOC100506207,0.196734,0.853011,0.853011,0.999906,no
LOC100506233,-0.162607,0.830434,0.830434,0.999906,no
LOC100506314,-0.08343,0.971652,0.971652,0.999906,no
LOC100506385,-0.461564,0.753828,0.753828,0.999906,no
LOC100506394,-0.760079,0.105867,0.105867,0.999906,no
LOC100506451,-0.341782,0.827114,0.827114,0.999906,no
LOC100506462,-0.433946,0.82331,0.82331,0.999906,no
LOC100506469,-0.504437,0.703464,0.703464,0.999906,no
LOC100506548,-0.0486154,0.880687,0.880687,0.999906,no
LOC100506649,0.830697,0.972282,0.972282,0.999906,no
LOC100506668,0.461973,0.761161,0.761161,0.999906,no
LOC100506686,-0.714118,0.855714,0.855714,0.999906,no
LOC100506710,0.0683853,0.829911,0.829911,0.999906,no
LOC100506713,-0.17947,0.866443,0.866443,0.999906,no
LOC100506714,-0.775362,0.23914,0.23914,0.999906,no
LOC100506730,-0.192367,0.752743,0.752743,0.999906,no
LOC100506746,0.126371,0.867728,0.867728,0.999906,no
LOC100506779,0.493857,0.864614,0.864614,0.999906,no
LOC100506795,0.465643,0.564067,0.564067,0.999906,no
LOC100506844,0.257337,0.668617,0.668617,0.999906,no
LOC100506866,0.0114627,0.994318,0.994318,0.999906,no
LOC100506874,-0.388792,0.636916,0.636916,0.999906,no
LOC100506930,0.156955,0.858391,0.858391,0.999906,no
LOC100506963,-0.00366777,0.999196,0.999196,0.999906,no
LOC100506990,-0.20038,0.655096,0.655096,0.999906,no
LOC100507034,-0.30434,0.8996,0.8996,0.999906,no
LOC100507053,-0.401426,0.358518,0.358518,0.999906,no
LOC100507062,-0.186815,0.908138,0.908138,0.999906,no
LOC100507217,0.21512,0.581461,0.581461,0.999906,no
LOC100507246,-0.0816857,0.809856,0.809856,0.999906,no
LOC100507331,-0.295512,0.96818,0.96818,0.999906,no
LOC100507373,0.267569,0.807039,0.807039,0.999906,no
LOC100507412,0.103952,0.994325,0.994325,0.999906,no
LOC100507424,-0.694178,0.85532,0.85532,0.999906,no
LOC100507466,0.883315,0.507122,0.507122,0.999906,no
LOC100507495,0.554653,0.930297,0.930297,0.999906,no
LOC100507501,1.02628,0.253096,0.253096,0.999906,no
LOC100507557,0.542507,0.627888,0.627888,0.999906,no
LOC100507564,-0.037786,0.989436,0.989436,0.999906,no
LOC100507567,-0.207917,0.916954,0.916954,0.999906,no
LOC100507577,-0.0734199,0.951615,0.951615,0.999906,no
LOC100507588,0.0816505,0.933335,0.933335,0.999906,no
LOC100507589,1.24599,0.702629,0.702629,0.999906,no
LOC100507632,-2.08941,2.00155e-10,2.00155e-10,9.32654e-08,yes
LOC100507634,0.591232,0.493255,0.493255,0.999906,no
LOC100508120,0.585974,0.404541,0.404541,0.999906,no
LOC100527964,0.671633,0.374213,0.374213,0.999906,no
LOC100630918,0.00546905,0.994736,0.994736,0.999906,no
LOC100630923,0.1494,0.789337,0.789337,0.999906,no
LOC100652739,-0.0550215,0.996749,0.996749,0.999906,no
LOC100652768,-0.364282,0.996257,0.996257,0.999906,no
LOC100859930,-0.153346,0.717215,0.717215,0.999906,no
LOC113230,-0.360586,0.677028,0.677028,0.999906,no
LOC139201,-0.2706,0.711823,0.711823,0.999906,no
LOC143666,-0.245935,0.761627,0.761627,0.999906,no
LOC144481,-0.603145,0.813864,0.813864,0.999906,no
LOC144571,0.39981,0.977921,0.977921,0.999906,no
LOC145783,0.283711,0.670183,0.670183,0.999906,no
LOC146880,-0.560004,0.214216,0.214216,0.999906,no
LOC147727,0.270756,0.644781,0.644781,0.999906,no
"LOC147804,ZNF761",-0.103546,0.911599,0.911599,0.999906,no
LOC148145,4.37292,0.000468544,0.000468544,0.0238256,yes
LOC148189,0.246712,0.714468,0.714468,0.999906,no
LOC148413,-0.0763601,0.90809,0.90809,0.999906,no
LOC149134,0.608372,0.518277,0.518277,0.999906,no
LOC149837,0.602365,0.262415,0.262415,0.999906,no
LOC150381,-1.08704,0.291703,0.291703,0.999906,no
LOC150776,0.0539497,0.894562,0.894562,0.999906,no
LOC151534,0.449006,0.534753,0.534753,0.999906,no
LOC152217,-0.222397,0.675154,0.675154,0.999906,no
LOC153684,0.558501,0.429598,0.429598,0.999906,no
LOC154761,-0.488127,0.385284,0.385284,0.999906,no
LOC155060,-0.179753,0.700054,0.700054,0.999906,no
LOC158257,-0.508763,0.532548,0.532548,0.999906,no
LOC158572,0.0151271,0.985526,0.985526,0.999906,no
LOC202181,-0.485573,0.434508,0.434508,0.999906,no
LOC202781,-0.0653037,0.918496,0.918496,0.999906,no
LOC220729,0.206736,0.686031,0.686031,0.999906,no
LOC220906,-0.266367,0.423805,0.423805,0.999906,no
LOC253039,0.149755,0.77941,0.77941,0.999906,no
LOC254100,0.200311,0.815934,0.815934,0.999906,no
LOC254128,0.191683,0.878622,0.878622,0.999906,no
LOC254896,0.317682,0.894471,0.894471,0.999906,no
LOC255480,0.311531,0.511621,0.511621,0.999906,no
LOC255512,0.466101,0.644423,0.644423,0.999906,no
LOC257396,0.856067,0.171949,0.171949,0.999906,no
LOC282997,0.287764,0.701997,0.701997,0.999906,no
LOC283050,0.283414,0.809263,0.809263,0.999906,no
LOC283070,0.734552,0.202259,0.202259,0.999906,no
LOC283104,-1.16107,0.376935,0.376935,0.999906,no
LOC283335,-0.0127172,0.997615,0.997615,0.999906,no
LOC283392,0.0523669,0.950099,0.950099,0.999906,no
LOC283481,-0.00844632,0.996087,0.996087,0.999906,no
LOC283624,0.320914,0.638044,0.638044,0.999906,no
LOC283663,-0.597301,0.476135,0.476135,0.999906,no
LOC283692,-0.690707,0.734782,0.734782,0.999906,no
LOC283788,0.14138,0.718615,0.718615,0.999906,no
LOC283922,0.0988172,0.865134,0.865134,0.999906,no
LOC284023,-0.38139,0.5492,0.5492,0.999906,no
LOC284276,0.471694,0.551984,0.551984,0.999906,no
LOC284344,1.45466,0.227863,0.227863,0.999906,no
LOC284385,0.293702,0.587991,0.587991,0.999906,no
LOC284408,0.160013,0.941094,0.941094,0.999906,no
LOC284440,0.613806,0.373087,0.373087,0.999906,no
LOC284454,-0.152582,0.774135,0.774135,0.999906,no
LOC284581,-0.110633,0.900646,0.900646,0.999906,no
LOC284751,-0.295385,0.712113,0.712113,0.999906,no
LOC284889,-0.431901,0.903232,0.903232,0.999906,no
LOC285033,-0.535558,0.990714,0.990714,0.999906,no
LOC285074,-0.202501,0.64666,0.64666,0.999906,no
LOC285359,-0.385548,0.608664,0.608664,0.999906,no
LOC285419,-1.58678,0.356467,0.356467,0.999906,no
LOC285696,0.812584,0.283297,0.283297,0.999906,no
LOC286437,0.297267,0.650845,0.650845,0.999906,no
LOC338758,-0.365622,0.615231,0.615231,0.999906,no
LOC338799,-0.357118,0.494359,0.494359,0.999906,no
LOC339290,0.0540597,0.878636,0.878636,0.999906,no
LOC339524,-0.230939,0.701654,0.701654,0.999906,no
LOC339803,0.0846746,0.844305,0.844305,0.999906,no
LOC341056,0.0601661,0.92697,0.92697,0.999906,no
LOC344595,0.13474,0.873912,0.873912,0.999906,no
LOC344887,0.287353,0.680669,0.680669,0.999906,no
LOC344967,-0.54324,0.753739,0.753739,0.999906,no
LOC349196,0.0279218,0.965097,0.965097,0.999906,no
LOC374443,0.0958082,0.872885,0.872885,0.999906,no
LOC375190,0.103721,0.878029,0.878029,0.999906,no
LOC375295,-0.367944,0.693575,0.693575,0.999906,no
LOC386758,0.375304,0.663544,0.663544,0.999906,no
LOC387647,-0.300105,0.384107,0.384107,0.999906,no
LOC387723,0.537314,0.527432,0.527432,0.999906,no
LOC388152,0.817627,0.218597,0.218597,0.999906,no
LOC388499,-0.216222,0.780346,0.780346,0.999906,no
LOC388588,0.610022,0.49976,0.49976,0.999906,no
LOC388692,0.0273264,0.950913,0.950913,0.999906,no
LOC388796,-0.310505,0.669213,0.669213,0.999906,no
LOC389641,-0.80425,0.354522,0.354522,0.999906,no
LOC389765,0.350378,0.671148,0.671148,0.999906,no
LOC389831,0.034196,0.943767,0.943767,0.999906,no
LOC389834,0.0769957,0.890809,0.890809,0.999906,no
LOC389906,0.551209,0.407641,0.407641,0.999906,no
LOC390940,-0.146304,0.828596,0.828596,0.999906,no
LOC391322,-0.104175,0.929064,0.929064,0.999906,no
LOC399744,-0.0592308,0.926652,0.926652,0.999906,no
LOC399753,0.363683,0.621154,0.621154,0.999906,no
LOC400027,0.156682,0.779832,0.779832,0.999906,no
LOC400043,-0.086328,0.884037,0.884037,0.999906,no
LOC400236,-0.0937103,0.981177,0.981177,0.999906,no
LOC400550,0.309278,0.441054,0.441054,0.999906,no
LOC400604,-0.147627,0.979096,0.979096,0.999906,no
LOC400657,0.242021,0.635404,0.635404,0.999906,no
LOC400684,0.172,0.86425,0.86425,0.999906,no
LOC400927,-0.565435,0.499201,0.499201,0.999906,no
LOC401010,-0.226421,0.685172,0.685172,0.999906,no
LOC401052,-0.103754,0.900556,0.900556,0.999906,no
LOC401074,-0.303257,0.760793,0.760793,0.999906,no
LOC401093,-0.611559,0.620689,0.620689,0.999906,no
LOC401127,-0.250497,0.780372,0.780372,0.999906,no
LOC401320,0.537669,0.34364,0.34364,0.999906,no
LOC401321,-0.287778,0.616042,0.616042,0.999906,no
LOC401397,0.003402,0.992935,0.992935,0.999906,no
LOC401431,0.669549,0.681001,0.681001,0.999906,no
LOC401588,0.259189,0.722845,0.722845,0.999906,no
LOC407835,-0.464947,0.191554,0.191554,0.999906,no
LOC439990,0.0539229,0.920053,0.920053,0.999906,no
LOC439994,-0.0671955,0.926141,0.926141,0.999906,no
LOC440028,-0.0108641,0.996965,0.996965,0.999906,no
LOC440173,-0.228737,0.806478,0.806478,0.999906,no
LOC440288,0.419747,0.723551,0.723551,0.999906,no
LOC440297,0.264847,0.692003,0.692003,0.999906,no
LOC440300,0.403081,0.388176,0.388176,0.999906,no
LOC440354,0.132667,0.779778,0.779778,0.999906,no
LOC440356,-0.834,0.530717,0.530717,0.999906,no
LOC440434,0.0426371,0.907226,0.907226,0.999906,no
LOC440563,-0.375563,0.697806,0.697806,0.999906,no
LOC440894,-0.144695,0.907338,0.907338,0.999906,no
LOC440895,-0.371041,0.977145,0.977145,0.999906,no
LOC440944,0.337174,0.547976,0.547976,0.999906,no
LOC441454,0.0120531,0.987761,0.987761,0.999906,no
LOC441455,-0.153467,0.855029,0.855029,0.999906,no
LOC441601,-12.0119,0.500169,0.500169,0.999906,no
LOC493754,-0.214038,0.606727,0.606727,0.999906,no
LOC541471,0.327397,0.431249,0.431249,0.999906,no
LOC541473,-0.426566,0.622851,0.622851,0.999906,no
LOC550112,0.0758256,0.884241,0.884241,0.999906,no
LOC550643,0.06882,0.86884,0.86884,0.999906,no
LOC554206,0.430855,0.652415,0.652415,0.999906,no
LOC572558,-0.481172,0.845153,0.845153,0.999906,no
LOC595101,-0.211727,0.742935,0.742935,0.999906,no
LOC613037,-0.343841,0.456232,0.456232,0.999906,no
LOC613038,0.597125,0.749632,0.749632,0.999906,no
LOC619207,0.549917,0.472101,0.472101,0.999906,no
LOC641298,-0.111802,0.834261,0.834261,0.999906,no
LOC642236,-0.584941,0.454501,0.454501,0.999906,no
LOC642361,-0.00544759,0.992874,0.992874,0.999906,no
LOC642846,0.371862,0.632989,0.632989,0.999906,no
LOC642852,0.315537,0.35607,0.35607,0.999906,no
LOC643529,0.252924,0.697638,0.697638,0.999906,no
LOC643650,-0.760352,0.368629,0.368629,0.999906,no
LOC643733,0.505629,0.702883,0.702883,0.999906,no
LOC643837,-0.167977,0.769383,0.769383,0.999906,no
LOC644172,0.923723,0.249393,0.249393,0.999906,no
LOC644656,0.00843377,0.991353,0.991353,0.999906,no
LOC644961,-0.989856,0.0868837,0.0868837,0.956892,no
LOC645166,0.209421,0.695616,0.695616,0.999906,no
LOC645212,-0.28915,0.639363,0.639363,0.999906,no
LOC645431,0.751696,0.910521,0.910521,0.999906,no
LOC645513,-0.312737,0.978866,0.978866,0.999906,no
LOC645638,0.44136,0.557544,0.557544,0.999906,no
LOC645676,0.399904,0.966845,0.966845,0.999906,no
LOC646214,0.0891742,0.844949,0.844949,0.999906,no
LOC646324,0.143874,0.852966,0.852966,0.999906,no
LOC646329,0.0932699,0.909099,0.909099,0.999906,no
LOC646471,0.0986777,0.915381,0.915381,0.999906,no
LOC646576,-0.0457137,0.966494,0.966494,0.999906,no
LOC646719,0.416166,0.381784,0.381784,0.999906,no
LOC646762,-0.144896,0.744865,0.744865,0.999906,no
LOC646903,0.734017,0.384171,0.384171,0.999906,no
LOC647859,0.555984,0.656736,0.656736,0.999906,no
LOC647979,-0.0960949,0.77999,0.77999,0.999906,no
LOC649330,-0.432484,0.511164,0.511164,0.999906,no
LOC649395,-0.00678284,0.986211,0.986211,0.999906,no
LOC650368,0.428708,0.350246,0.350246,0.999906,no
LOC650623,-0.419004,0.39474,0.39474,0.999906,no
LOC652276,0.293955,0.618038,0.618038,0.999906,no
LOC653061,0.154049,0.765046,0.765046,0.999906,no
LOC653075,0.165403,0.757545,0.757545,0.999906,no
LOC653160,0.389626,0.549574,0.549574,0.999906,no
LOC653501,0.892117,0.236041,0.236041,0.999906,no
LOC653513,0.195556,0.833971,0.833971,0.999906,no
LOC653566,-0.0505625,0.87661,0.87661,0.999906,no
LOC653653,-0.225185,0.662186,0.662186,0.999906,no
LOC653712,0.820622,0.441349,0.441349,0.999906,no
LOC654342,-0.0625598,0.91081,0.91081,0.999906,no
LOC654433,0.0649265,0.915647,0.915647,0.999906,no
LOC678655,-0.0499357,0.909504,0.909504,0.999906,no
LOC727849,1.16227,0.273942,0.273942,0.999906,no
LOC727896,-0.0827557,0.957319,0.957319,0.999906,no
LOC728024,0.262173,0.87143,0.87143,0.999906,no
LOC728066,0.215653,0.681704,0.681704,0.999906,no
LOC728190,0.11094,0.861766,0.861766,0.999906,no
LOC728323,-0.114571,0.884454,0.884454,0.999906,no
LOC728377,-0.0696203,0.890542,0.890542,0.999906,no
LOC728392,1.08469,0.00415947,0.00415947,0.12862,no
LOC728407,0.0343395,0.982764,0.982764,0.999906,no
LOC728431,0.0735044,0.91917,0.91917,0.999906,no
LOC728554,0.113383,0.821093,0.821093,0.999906,no
LOC728613,0.0124041,0.983988,0.983988,0.999906,no
LOC728640,0.0683187,0.981104,0.981104,0.999906,no
LOC728643,-0.361214,0.57908,0.57908,0.999906,no
LOC728730,-0.507607,0.249818,0.249818,0.999906,no
LOC728739,-0.136297,0.907067,0.907067,0.999906,no
LOC728743,-0.114007,0.821749,0.821749,0.999906,no
LOC728752,0.241013,0.777161,0.777161,0.999906,no
LOC728758,0.129145,0.836202,0.836202,0.999906,no
LOC728819,-0.947245,0.807088,0.807088,0.999906,no
LOC728855,-0.0498125,0.954963,0.954963,0.999906,no
LOC728875,-0.246713,0.766618,0.766618,0.999906,no
LOC728978,0.166896,0.965284,0.965284,0.999906,no
LOC728989,-0.840102,0.240083,0.240083,0.999906,no
LOC729013,0.0463415,0.933396,0.933396,0.999906,no
LOC729020,0.315718,0.574898,0.574898,0.999906,no
LOC729176,-0.368924,0.564833,0.564833,0.999906,no
LOC729177,2.00069,0.151083,0.151083,0.999906,no
LOC729234,0.450373,0.683139,0.683139,0.999906,no
LOC729513,0.414228,0.625781,0.625781,0.999906,no
LOC729603,0.39704,0.929331,0.929331,0.999906,no
LOC729678,-0.0146659,0.98068,0.98068,0.999906,no
LOC729737,0.314692,0.608491,0.608491,0.999906,no
LOC729799,0.142489,0.910175,0.910175,0.999906,no
LOC729852,0.193083,0.655977,0.655977,0.999906,no
LOC729862,0.214476,0.822737,0.822737,0.999906,no
LOC729970,-0.534085,0.384776,0.384776,0.999906,no
LOC730091,-0.505189,0.661497,0.661497,0.999906,no
LOC730101,0.725646,0.139285,0.139285,0.999906,no
LOC730102,0.12989,0.745633,0.745633,0.999906,no
LOC731275,0.332153,0.597747,0.597747,0.999906,no
LOC79015,1.4301,0.190248,0.190248,0.999906,no
LOC81691,0.30957,0.736865,0.736865,0.999906,no
LOC84856,0.0205985,0.971897,0.971897,0.999906,no
LOC90246,0.543899,0.367966,0.367966,0.999906,no
LOC90784,-0.360106,0.434651,0.434651,0.999906,no
LOC90834,0.234495,0.905689,0.905689,0.999906,no
LOC91450,-0.08776,0.928965,0.928965,0.999906,no
LOC92249,-0.172154,0.676648,0.676648,0.999906,no
LOC93622,0.326375,0.509231,0.509231,0.999906,no
LOC96610,-0.0266642,0.956904,0.956904,0.999906,no
LOH12CR1,0.33803,0.46894,0.46894,0.999906,no
LOH12CR2,0.517545,0.519616,0.519616,0.999906,no
LONP1,0.27359,0.390088,0.390088,0.999906,no
LONP2,0.0518269,0.883111,0.883111,0.999906,no
LONRF1,0.416629,0.329719,0.329719,0.999906,no
LOX,-0.391668,0.327046,0.327046,0.999906,no
LOXL1,0.496127,0.125141,0.125141,0.999906,no
LOXL2,0.685059,0.0429053,0.0429053,0.639933,no
LOXL3,-0.00310199,0.996534,0.996534,0.999906,no
LOXL4,0.0499496,0.880184,0.880184,0.999906,no
LPAR1,-0.469851,0.155528,0.155528,0.999906,no
LPAR2,-0.184647,0.812431,0.812431,0.999906,no
LPAR4,-0.140773,0.854268,0.854268,0.999906,no
LPAR6,-0.195982,0.858423,0.858423,0.999906,no
LPCAT1,-0.288676,0.368989,0.368989,0.999906,no
LPCAT2,0.188805,0.575011,0.575011,0.999906,no
LPCAT3,-0.478845,0.136111,0.136111,0.999906,no
LPCAT4,-0.00957543,0.980298,0.980298,0.999906,no
LPGAT1,-0.174474,0.584222,0.584222,0.999906,no
LPHN1,0.268869,0.505267,0.505267,0.999906,no
LPHN2,0.270413,0.396457,0.396457,0.999906,no
LPIN1,-0.621198,0.0562014,0.0562014,0.767159,no
LPIN2,0.102745,0.748991,0.748991,0.999906,no
LPIN3,-0.817601,0.10031,0.10031,0.999906,no
LPPR2,0.0719758,0.835712,0.835712,0.999906,no
LPPR3,-0.36573,0.665406,0.665406,0.999906,no
LPPR4,2.02488,0.092355,0.092355,0.983567,no
LPXN,0.507182,0.439141,0.439141,0.999906,no
LRBA,-0.106543,0.74685,0.74685,0.999906,no
LRCH1,0.606431,0.0966809,0.0966809,0.999906,no
LRCH2,-0.735814,0.0562832,0.0562832,0.767159,no
LRCH3,-0.0550464,0.87738,0.87738,0.999906,no
LRCH4,0.0753188,0.830666,0.830666,0.999906,no
LRFN3,-0.157738,0.714979,0.714979,0.999906,no
LRFN4,-0.46747,0.435236,0.435236,0.999906,no
LRIF1,-0.0342656,0.950482,0.950482,0.999906,no
LRIG1,-0.0746602,0.821708,0.821708,0.999906,no
LRIG2,-0.0108753,0.980522,0.980522,0.999906,no
LRIG3,0.26531,0.42012,0.42012,0.999906,no
LRP1,0.102846,0.854089,0.854089,0.999906,no
LRP10,-0.251275,0.477019,0.477019,0.999906,no
LRP11,0.0859104,0.795701,0.795701,0.999906,no
LRP12,0.109199,0.775828,0.775828,0.999906,no
LRP3,0.262012,0.430339,0.430339,0.999906,no
LRP4,0.574643,0.388304,0.388304,0.999906,no
LRP5,-0.394518,0.256278,0.256278,0.999906,no
LRP5L,-0.304651,0.784051,0.784051,0.999906,no
LRP6,0.479949,0.126461,0.126461,0.999906,no
LRP8,-0.000896903,0.999191,0.999191,0.999906,no
LRPAP1,0.111432,0.717996,0.717996,0.999906,no
LRPPRC,0.155977,0.612166,0.612166,0.999906,no
LRR1,0.0453804,0.96224,0.96224,0.999906,no
LRRC1,-0.620161,0.258445,0.258445,0.999906,no
LRRC14,0.0318582,0.938894,0.938894,0.999906,no
LRRC15,2.24398,0.000110604,0.000110604,0.007744,yes
LRRC16A,-1.21346,0.00035893,0.00035893,0.0195573,yes
LRRC17,2.26824,1.46654e-08,1.46654e-08,3.81102e-06,yes
LRRC18,-0.73907,0.442919,0.442919,0.999906,no
LRRC2,0.0200506,0.970859,0.970859,0.999906,no
LRRC20,0.436131,0.409276,0.409276,0.999906,no
LRRC23,0.257439,0.67982,0.67982,0.999906,no
LRRC24,0.377714,0.921299,0.921299,0.999906,no
LRRC27,0.367832,0.556821,0.556821,0.999906,no
LRRC28,0.166679,0.727044,0.727044,0.999906,no
LRRC29,0.0470546,0.964414,0.964414,0.999906,no
LRRC3,-0.282593,0.723111,0.723111,0.999906,no
LRRC32,0.157024,0.636312,0.636312,0.999906,no
LRRC34,-0.414093,0.706388,0.706388,0.999906,no
LRRC37A,-0.0956953,0.905441,0.905441,0.999906,no
LRRC37A2,0.19564,0.804792,0.804792,0.999906,no
LRRC37A3,0.338448,0.502127,0.502127,0.999906,no
